2024-11-22 12:48:59,317 - 12:48:58.381; 6; 3; 96040794181600; 96109288464800; 96109401635900; 448570625; 96110057494400; 96110058847100; 25 (-63 dBm); 80%; b'happy'
2024-11-22 12:49:00,271 - 12:48:59.318; 6; 4; 96040794181600; 96110225722600; 96110339887700; 343806044; 96110944232600; 96110945138200; 25 (-63 dBm); 80%; b'happy'
2024-11-22 12:49:00,905 - 12:49:00.272; 6; 5; 96040794181600; 96111180380600; 96111315470400; 286379006; 96111672733800; 96111674571100; 25 (-63 dBm); 80%; b'neutral'
2024-11-22 12:49:01,556 - 12:49:00.906; 6; 6; 96040794181600; 96111814305600; 96111939480300; 268931608; 96112302562900; 96112303776100; 25 (-63 dBm); 80%; b'happy'
2024-11-22 12:49:02,151 - 12:49:01.557; 6; 7; 96040794181600; 96112464656500; 96112597426200; 247415384; 96112909629400; 96112910124200; 25 (-63 dBm); 80%; b'None'
2024-11-22 12:49:02,820 - 12:49:02.152; 6; 8; 96040794181600; 96113060392900; 96113199498300; 294599721; 96113554944900; 96113556915700; 25 (-63 dBm); 80%; b'neutral'
2024-11-22 12:49:03,454 - 12:49:02.821; 6; 9; 96040794181600; 96113728959800; 96113853269700; 319634383; 96114229123600; 96114229731600; 25 (-63 dBm); 80%; b'happy'
2024-11-22 12:49:04,303 - 12:49:03.455; 6; 10; 96040794181600; 96114363207700; 96114475849100; 301512014; 96114859884100; 96114860472000; 25 (-63 dBm); 80%; b'happy'
2024-11-22 12:49:05,273 - 12:49:04.305; 6; 11; 96040794181600; 96115213635200; 96115345397000; 355304002; 96115816849000; 96115817791500; 25 (-63 dBm); 80%; b'happy'
2024-11-22 12:49:06,195 - 12:49:05.274; 6; 12; 96040794181600; 96116182001100; 96116299107300; 307676274; 96116691714400; 96116692310200; 25 (-63 dBm); 80%; b'happy'
2024-11-22 12:49:06,969 - 12:49:06.197; 7; 0; 96040794181600; 96117106186500; 96117226842700; 351586780; 96117739299900; 96117739833100; 25 (-63 dBm); 80%; b'happy'
2024-11-22 12:49:07,900 - 12:49:06.970; 7; 1; 96040794181600; 96117878423700; 96117979167600; 411880321; 96118615862200; 96118616924900; 25 (-63 dBm); 80%; b'happy'
2024-11-22 12:49:08,884 - 12:49:07.901; 7; 2; 96040794181600; 96118808871400; 96118919460800; 460622535; 96119611775200; 96119613469000; 25 (-63 dBm); 80%; b'happy'
2024-11-22 12:49:09,598 - 12:49:08.884; 7; 3; 96040794181600; 96119792145400; 96119919041500; 334428923; 96120351489700; 96120352288300; 25 (-63 dBm); 80%; b'happy'
2024-11-22 12:49:10,564 - 12:49:09.600; 7; 4; 96040794181600; 96120508158500; 96120649090300; 347332626; 96121175543400; 96121176284700; 25 (-63 dBm); 80%; b'happy'
2024-11-22 12:49:11,346 - 12:49:10.565; 7; 5; 96040794181600; 96121473667500; 96121609016100; 290066801; 96122095514300; 96122096292900; 25 (-63 dBm); 80%; b'neutral'
2024-11-22 12:49:12,110 - 12:49:11.347; 7; 6; 96040794181600; 96122255460300; 96122369051000; 286923810; 96122836047200; 96122839059800; 25 (-63 dBm); 80%; b'happy'
2024-11-22 12:49:12,729 - 12:49:12.111; 7; 7; 96040794181600; 96123019560000; 96123160750300; 266545313; 96123501971300; 96123502577800; 25 (-63 dBm); 80%; b'None'
2024-11-22 12:49:13,366 - 12:49:12.730; 7; 8; 96040794181600; 96123638736200; 96123764949700; 303724545; 96124141029100; 96124141830800; 25 (-63 dBm); 80%; b'neutral'
2024-11-22 12:49:14,060 - 12:49:13.368; 7; 9; 96040794181600; 96124275502000; 96124472845600; 311244429; 96124846923900; 96124847477900; 25 (-63 dBm); 80%; b'happy'
2024-11-22 12:49:14,830 - 12:49:14.061; 7; 10; 96040794181600; 96124969499800; 96125086584800; 294714707; 96125575624000; 96125576956600; 25 (-63 dBm); 80%; b'happy'
2024-11-22 12:49:15,668 - 12:49:14.831; 7; 11; 96040794181600; 96125739133100; 96125884967000; 348545582; 96126378595100; 96126453366000; 25 (-63 dBm); 80%; b'happy'
2024-11-22 12:49:16,512 - 12:49:15.669; 7; 12; 96040794181600; 96126577681500; 96126704714700; 296279330; 96127235520900; 96127237553500; 25 (-63 dBm); 80%; b'happy'
2024-11-22 12:49:17,244 - 12:49:16.514; 8; 0; 96040794181600; 96127421818600; 96127546524100; 344230500; 96127979052500; 96127979966500; 25 (-63 dBm); 80%; b'happy'
2024-11-22 12:49:18,169 - 12:49:17.245; 8; 1; 96040794181600; 96128152722600; 96128266839900; 410511352; 96128895793200; 96128897018000; 25 (-63 dBm); 80%; b'happy'
2024-11-22 12:49:18,966 - 12:49:18.171; 8; 2; 96040794181600; 96129079181900; 96129204705800; 437198260; 96129703240600; 96129704191200; 25 (-63 dBm); 80%; b'happy'
2024-11-22 12:49:19,747 - 12:49:18.968; 8; 3; 96040794181600; 96129876155000; 96130006220200; 317458168; 96130502192600; 96130502993400; 25 (-63 dBm); 80%; b'happy'
2024-11-22 12:49:20,580 - 12:49:19.748; 8; 4; 96040794181600; 96130656289300; 96130794676900; 355576965; 96131355149500; 96131358769000; 25 (-63 dBm); 80%; b'happy'
2024-11-22 12:49:21,399 - 12:49:20.581; 8; 5; 96040794181600; 96131488739000; 96131634695500; 289907804; 96132136120700; 96132152577900; 25 (-63 dBm); 80%; b'neutral'
2024-11-22 12:49:22,231 - 12:49:21.399; 8; 6; 96040794181600; 96132307955500; 96132464513100; 296617083; 96132975017300; 96132986281000; 25 (-63 dBm); 80%; b'happy'
2024-11-22 12:49:22,933 - 12:49:22.231; 8; 7; 96040794181600; 96133139124700; 96133274687100; 263918545; 96133605717700; 96133606800300; 25 (-63 dBm); 80%; b'None'
2024-11-22 12:49:23,648 - 12:49:22.934; 8; 8; 96040794181600; 96133841689900; 96134006198800; 312417142; 96134392687600; 96134393421200; 25 (-63 dBm); 80%; b'neutral'
2024-11-22 12:49:24,318 - 12:49:23.649; 8; 9; 96040794181600; 96134557086000; 96134694185300; 307235917; 96135062367400; 96135063119900; 25 (-63 dBm); 80%; b'happy'
2024-11-22 12:49:25,746 - 12:49:24.318; 8; 10; 96040794181600; 96135226324100; 96135878673600; 294465488; 96136343141400; 96136347386300; 25 (-63 dBm); 80%; b'happy'
2024-11-22 12:49:26,571 - 12:49:25.747; 8; 11; 96040794181600; 96136655329400; 96136928312600; 346556034; 96137322811600; 96137327488400; 25 (-63 dBm); 80%; b'happy'
2024-11-22 12:49:27,407 - 12:49:26.572; 8; 12; 96040794181600; 96137480494600; 96137814412400; 298193207; 96138192169800; 96138192551400; 25 (-63 dBm); 80%; b'happy'
2024-11-22 12:49:28,444 - 12:49:27.408; 9; 0; 96040794181600; 96138316920000; 96138559840700; 356593087; 96139191742200; 96139192436700; 25 (-63 dBm); 80%; b'happy'
2024-11-22 12:49:29,493 - 12:49:28.445; 9; 1; 96040794181600; 96139354041000; 96139781846300; 417587799; 96140271997300; 96140272576500; 25 (-63 dBm); 80%; b'happy'
2024-11-22 12:49:30,806 - 12:49:29.494; 9; 2; 96040794181600; 96140402679800; 96140803941600; 445620219; 96141412661500; 96141415574800; 25 (-63 dBm); 80%; b'happy'
2024-11-22 12:49:31,633 - 12:49:30.807; 9; 3; 96040794181600; 96141714967700; 96141967962700; 317675535; 96142389914900; 96142391153900; 25 (-63 dBm); 80%; b'happy'
2024-11-22 12:49:32,528 - 12:49:31.633; 9; 4; 96040794181600; 96142541791000; 96142747851700; 338198032; 96143177997000; 96143178431300; 25 (-63 dBm); 80%; b'happy'
2024-11-22 12:49:33,372 - 12:49:32.529; 9; 5; 96040794181600; 96143437075900; 96143757548700; 294592344; 96144130380900; 96144130813800; 25 (-63 dBm); 80%; b'neutral'
2024-11-22 12:49:34,180 - 12:49:33.372; 9; 6; 96040794181600; 96144280385800; 96144467937400; 276620738; 96144919611100; 96144921642000; 25 (-63 dBm); 80%; b'happy'
2024-11-22 12:49:34,899 - 12:49:34.181; 9; 7; 96040794181600; 96145089306600; 96145329721800; 248549656; 96145649949500; 96145650641700; 25 (-63 dBm); 80%; b'None'
2024-11-22 12:49:35,740 - 12:49:34.900; 9; 8; 96040794181600; 96145808217100; 96146057556800; 293376823; 96146465510900; 96146466278400; 25 (-63 dBm); 80%; b'neutral'
2024-11-22 12:49:36,510 - 12:49:35.741; 9; 9; 96040794181600; 96146648730500; 96146779263500; 312574408; 96147185548100; 96147186057000; 25 (-63 dBm); 80%; b'happy'
2024-11-22 12:49:37,251 - 12:49:36.511; 9; 10; 96040794181600; 96147418734000; 96147651602600; 292523927; 96148014109100; 96148015729700; 25 (-63 dBm); 80%; b'happy'
2024-11-22 12:49:38,061 - 12:49:37.252; 9; 11; 96040794181600; 96148160711700; 96148323559900; 364658741; 96148786036200; 96148855340700; 67%; 21 (-71 dBm); b'happy'
2024-11-22 12:49:38,809 - 12:49:38.062; 9; 12; 96040794181600; 96148970454300; 96149107765600; 295804742; 96149587760500; 96149588314300; 67%; 21 (-71 dBm); b'happy'
2024-11-22 12:49:39,612 - 12:49:38.810; 10; 0; 96040794181600; 96149718949200; 96149888721100; 342127732; 96150406423100; 96150406934500; 67%; 21 (-71 dBm); b'happy'
2024-11-22 12:49:40,466 - 12:49:39.613; 10; 1; 96040794181600; 96150520838000; 96150655351600; 394353548; 96151228664500; 96151229173800; 67%; 21 (-71 dBm); b'happy'
2024-11-22 12:49:41,525 - 12:49:40.467; 10; 2; 96040794181600; 96151375269900; 96151499356300; 440096400; 96152249729500; 96152250676300; 67%; 21 (-71 dBm); b'happy'
2024-11-22 12:49:42,374 - 12:49:41.526; 10; 3; 96040794181600; 96152434595300; 96152549070000; 348051318; 96153067345900; 96153082851500; 67%; 21 (-71 dBm); b'happy'
2024-11-22 12:49:43,508 - 12:49:42.375; 10; 4; 96040794181600; 96153282611400; 96153547129400; 355001489; 96154225128400; 96154238815900; 67%; 21 (-71 dBm); b'happy'
2024-11-22 12:49:44,284 - 12:49:43.509; 10; 5; 96040794181600; 96154416843800; 96154537117700; 291644530; 96155009023300; 96155046880400; 67%; 21 (-71 dBm); b'neutral'
2024-11-22 12:49:45,137 - 12:49:44.285; 10; 6; 96040794181600; 96155192442200; 96155421335700; 270893327; 96155807665700; 96155808917000; 67%; 21 (-71 dBm); b'happy'
2024-11-22 12:49:45,991 - 12:49:45.139; 10; 7; 96040794181600; 96156047421700; 96156187203300; 250009085; 96156661785600; 96156712903800; 67%; 21 (-71 dBm); b'None'
2024-11-22 12:49:46,797 - 12:49:45.992; 10; 8; 96040794181600; 96156900115500; 96157084913700; 301795534; 96157507539900; 96157508299000; 67%; 21 (-71 dBm); b'neutral'
2024-11-22 12:49:47,783 - 12:49:46.798; 10; 9; 96040794181600; 96157705995100; 96157958902900; 301172786; 96158455054400; 96158455688900; 67%; 21 (-71 dBm); b'happy'
2024-11-22 12:49:48,567 - 12:49:47.784; 10; 10; 96040794181600; 96158692633000; 96158836955700; 295794487; 96159328409200; 96159329291100; 67%; 21 (-71 dBm); b'happy'
2024-11-22 12:49:49,501 - 12:49:48.568; 10; 11; 96040794181600; 96159476541500; 96159624833200; 483483565; 96160256246900; 96160256926800; 67%; 21 (-71 dBm); b'happy'
2024-11-22 12:49:50,193 - 12:49:49.501; 10; 12; 96040794181600; 96160409245200; 96160558877600; 295284036; 96160936091600; 96160936673100; 67%; 21 (-71 dBm); b'happy'
2024-11-22 12:49:51,059 - 12:49:50.195; 11; 0; 96040794181600; 96161102933800; 96161267061900; 359934497; 96161820978800; 96161821492100; 90%; 28 (-57 dBm); b'happy'
2024-11-22 12:49:51,893 - 12:49:51.060; 11; 1; 96040794181600; 96161968057200; 96162106389100; 395439259; 96162583730400; 96162584575600; 90%; 28 (-57 dBm); b'happy'
2024-11-22 12:49:52,773 - 12:49:51.894; 11; 2; 96040794181600; 96162802903900; 96162983132300; 427698107; 96163515972100; 96163516952100; 90%; 28 (-57 dBm); b'happy'
2024-11-22 12:49:53,571 - 12:49:52.774; 11; 3; 96040794181600; 96163681946900; 96163843189000; 324136288; 96164336282000; 96164338491600; 90%; 28 (-57 dBm); b'happy'
2024-11-22 12:49:54,634 - 12:49:53.572; 11; 4; 96040794181600; 96164480658200; 96164846437900; 340666043; 96165384458300; 96165385494900; 90%; 28 (-57 dBm); b'happy'
2024-11-22 12:49:55,357 - 12:49:54.635; 11; 5; 96040794181600; 96165543438300; 96165736198400; 277558739; 96166103106700; 96166103888800; 90%; 28 (-57 dBm); b'neutral'
2024-11-22 12:49:55,976 - 12:49:55.358; 11; 6; 96040794181600; 96166266100600; 96166393290600; 271230157; 96166743185200; 96166744032600; 90%; 28 (-57 dBm); b'happy'
2024-11-22 12:49:56,612 - 12:49:55.976; 11; 7; 96040794181600; 96166884762700; 96167019285200; 252121872; 96167357626000; 96167359527000; 90%; 28 (-57 dBm); b'None'
2024-11-22 12:49:57,370 - 12:49:56.612; 11; 8; 96040794181600; 96167520993100; 96167692275000; 296039334; 96168055775900; 96168057459000; 90%; 28 (-57 dBm); b'neutral'
